Rank,Journal Name,Singular Value Score,Citation Count,Scholarly Output,SJR,SNIP,CiteScore,Percentile,Percent Cited,
39969,Entomologica Fennica,3.01096209781E-05,21,67,0.169,0.246,0.31,16,21,
39970,Open Biology Journal,3.01096209903E-05,2,2,0.516,0.214,1,20,100,
39971,Conference Record - IEEE Cement Industry Technical Conference,3.01096212324E-05,6,75,0.111,0.275,0.08,36,8,
39972,War & society,3.01096212337E-05,9,47,0.11,0.171,0.19,54,15,
39973,Open Access Journal of Clinical Trials,3.01096212337E-05,21,27,0.168,0.531,0.78,35,41,
39974,Journal of Pharmacy and Nutrition Sciences,3.01096212338E-05,17,81,0.146,0.115,0.21,8,19,
39975,Society and Economy,3.01096214134E-05,15,85,0.142,0.12,0.18,12,13,
39976,Psychoterapia,3.01096214193E-05,10,97,0.188,0.153,0.1,9,9,
39977,Field Mycology,3.010962142E-05,6,109,0.113,0.276,0.06,4,6,
39978,Zeitschrift des Deutschen Palastina-Vereins,3.010962142E-05,8,18,0.219,0.79,0.44,70,28,
39979,French Forum,3.01096214355E-05,4,71,0.1,0.288,0.06,44,6,
39980,International Journal of Sociotechnology and Knowledge Development,3.01096214601E-05,22,50,0.131,0.13,0.44,27,26,
39981,Regional Statistics,3.0109621526E-05,4,16,0.104,0.221,0.25,80,25,
39982,Transactions of the Atomic Energy Society of Japan,3.01096215361E-05,16,69,0.128,0.238,0.23,21,19,
39983,Journal of Environmental Accounting and Management,3.01096215401E-05,7,78,0.11,0.485,0.09,32,8,
39984,Advances in Systems Science and Applications,3.01096215401E-05,16,78,0.154,0.331,0.21,14,17,
39985,European Journal of Spatial Development,3.01096215401E-05,8,9,0.208,0.594,0.89,63,44,
39986,Journal of Neurological Surgery Reports,3.01096215401E-05,14,17,0.174,0.654,0.82,34,59,
39987,International Journal of Psychosocial Rehabilitation,3.01096215404E-05,17,63,0.143,0.192,0.27,21,24,
39988,Entomologica Fennica,3.01096215404E-05,21,67,0.183,0.103,0.31,19,18,
39989,Mariner's Mirror,3.01096215413E-05,9,102,0.12,0.364,0.09,6,8,
39990,Revue Francaise de Photogrammetrie et de Teledetection,3.01096215415E-05,18,86,0.121,0.252,0.21,2,19,
39991,Journal of Architectural Education,3.01096215575E-05,11,96,0.136,0.322,0.11,10,8,
39992,International Journal on Algae,3.01096215585E-05,15,89,0.176,0.235,0.17,9,12,
39993,Formation Emploi,3.01096215674E-05,7,102,0.172,0.3,0.07,10,6,
39994,Medical Law International,3.01096215681E-05,24,34,0.158,0.653,0.71,25,41,
39995,Cuadernos de Economia (Colombia),3.01096215962E-05,10,90,0.124,0.254,0.11,15,10,
39996,Current Swedish Archaeology,3.01096216002E-05,11,40,0.146,0.064,0.28,62,12,
39997,Medecine Buccale Chirurgie Buccale,3.01096219459E-05,8,97,0.11,0,0.08,13,7,
39998,Quebec Journal of International Law,3.01096219463E-05,3,120,0.109,0.053,0.02,0,2,
39999,Anales Venezolanos de Nutricion,3.01096219463E-05,6,80,0.1,0,0.08,33,6,
40000,BELGEO,3.01096219468E-05,5,110,0.105,0.035,0.05,6,4,
40001,Parabola,3.01096219527E-05,0,117,0.1,0,0,8,0,
40002,Marketing Health Services,3.01096219551E-05,0,124,0.1,0,0,1,0,
40003,Medecins - Le Magazine Ordre National Des Medecins,3.01096219552E-05,0,123,0.1,0,0,2,0,
40004,Marketing Health Services,3.01096219552E-05,0,124,0.1,0,0,1,0,
40005,Harvard Papers in Botany,3.01096219552E-05,21,41,0.305,0.293,0.51,28,34,
40006,Revisiones en Cancer,3.01096219552E-05,0,118,0.1,0,0,7,0,
40007,Nuclear and Radiation Safety,3.01096219588E-05,2,115,0.106,0.072,0.02,6,2,
40008,Nebraska Symposium on Motivation,3.01096219593E-05,19,36,0.148,0.419,0.53,33,36,
40009,Ginekologia i Poloznictwo,3.0109621964E-05,3,112,0.12,0.023,0.03,7,3,
40010,Gruppendynamik und Organisationsberatung,3.0109621964E-05,5,98,0.1,0,0.05,17,5,
40011,Anthropological Linguistics,3.01096219651E-05,12,36,0.188,0.613,0.33,48,28,
40012,Dialogues d'Histoire Ancienne,3.01096219651E-05,3,103,0.1,0,0.03,16,3,
40013,European Urology  Supplements,3.01096219651E-05,8,26,0.101,1.731,0.31,62,27,
40014,Luso-Brazilian Review,3.01096219651E-05,8,58,0.1,0.907,0.14,44,14,
40015,Canadian Journal of Information and Library Science,3.01096219715E-05,22,54,0.381,0.29,0.41,26,22,
40016,International Journal of Nano and Biomaterials,3.01096219715E-05,8,28,0.198,0.586,0.29,59,29,
40017,Lahivordlusi/Lahivertailuja,3.01096219715E-05,9,39,0.187,0.655,0.23,53,23,
40018,International Journal of Microwave Science and Technology,3.01096219724E-05,19,48,0.14,0.556,0.4,26,31,
40019,Communication Law and Policy,3.01096219728E-05,14,50,0.152,0.661,0.28,36,24,
40020,International Dyer,3.01096219815E-05,1,110,0.1,0,0.01,13,1,
40021,Global Journal of Engineering Education,3.01096219827E-05,23,73,0.173,0.618,0.32,10,18,
40022,Remote Sensing and Digital Image Processing,3.01096221361E-05,16,81,0,0,0.2,12,16,
40023,Papers: Revista de sociologia,3.01096221362E-05,9,94,0.105,0,0.1,9,13,
40024,Music Theory Spectrum,3.01096221437E-05,14,42,0.291,0.585,0.33,42,26,
40025,Journal of Creative Communications,3.0109622149E-05,23,53,0.242,0.545,0.43,22,26,
40026,Revista Venezolana de Oncologia,3.0109622149E-05,2,118,0.1,0.114,0.02,3,2,
40027,Light Metal Age,3.0109622149E-05,5,104,0.125,0.047,0.05,12,4,
40028,Theoretical and Applied Mechanics Japan,3.01096221766E-05,19,65,0.133,0.84,0.29,20,20,
40029,Literature-Film Quarterly,3.01096222021E-05,8,67,0.114,0.05,0.12,40,10,
40030,The Journal of the South Carolina Medical Association,3.01096222027E-05,7,105,0.113,0.084,0.07,7,6,
40031,JNT-Journal of Narrative Theory,3.0109622206E-05,5,51,0.111,0.185,0.1,59,10,
40032,Central European Geology,3.01096222061E-05,16,55,0.186,0.892,0.29,33,20,
40033,Cedille,3.01096222062E-05,4,78,0.127,0.24,0.05,38,5,
40034,Folklore (Estonia),3.01096222066E-05,9,97,0.117,0.182,0.09,11,8,
40035,Fashion Practice,3.01096222084E-05,4,7,0.132,0.591,0.57,56,57,
40036,International Journal of the Book,3.01096222084E-05,5,57,0.105,0.117,0.09,56,7,
40037,English Text Construction,3.01096222084E-05,10,30,0.353,0.629,0.33,64,20,
40038,Sikh Formations: Religion  Culture  Theory,3.01096222084E-05,7,77,0.107,0.095,0.09,32,9,
40039,Alergia Astma Immunologia,3.01096222085E-05,4,111,0.1,0.199,0.04,6,4,
40040,Visual Anthropology Review,3.01096222147E-05,20,43,0.211,0.681,0.47,28,33,
40041,African Journal of Neurological Sciences,3.01096222155E-05,5,65,0.146,0.198,0.08,49,6,
40042,Review of Regional Research,3.01096222155E-05,17,27,0.379,0.424,0.63,50,30,
40043,International Journal of Design Education,3.0109622217E-05,5,70,0.113,0.178,0.07,44,6,
40044,Acta Botanica Mexicana,3.0109622217E-05,13,81,0.108,0.154,0.16,20,11,
40045,Apunts. Educacion Fisica y Deportes,3.01096235399E-05,10,87,0.172,0.433,0.11,18,9,
40046,AAPP Atti della Accademia Peloritana dei Pericolanti  Classe di Scienze Fisiche  Matematiche e Naturali,3.01096235463E-05,18,57,0.177,0.222,0.32,24,25,
40047,International Journal of Psychosocial Rehabilitation,3.01096235538E-05,17,63,0.154,0.339,0.27,25,19,
40048,International Journal of Information Systems in the Service Sector,3.01096235542E-05,19,59,0.217,0.224,0.32,19,27,
40049,Integrative Medicine Insights,3.01096235546E-05,4,6,0.428,1.67,0.67,62,50,
40050,Anuario de Estudios Americanos,3.01096235558E-05,18,69,0.137,0.35,0.26,17,20,
40051,Agricultural History,3.0109626303E-05,5,50,0.1,0.309,0.1,59,10,
40052,Slovenian Veterinary Research,3.0109626305E-05,15,66,0.141,0.161,0.23,23,20,
40053,Arthuriana,3.01096263094E-05,7,75,0.135,0.269,0.09,34,8,
40054,Agroalimentaria,3.01096263094E-05,5,56,0.108,0.299,0.09,56,7,
40055,Boletin de Malariologia y Salud Ambiental,3.01096263094E-05,17,70,0.155,0.102,0.24,14,23,
40056,Wordsworth Circle,3.01096263097E-05,4,113,0.106,0.371,0.04,4,3,
40057,RSC Polymer Chemistry Series,3.01096263272E-05,6,77,0.124,0.287,0.08,33,8,
40058,Scandinavian Psychoanalytic Review,3.01096263286E-05,7,68,0.142,0.248,0.1,40,9,
40059,Kasmera,3.01096263389E-05,8,35,0.188,1.066,0.23,66,14,
40060,Tekstil ve Muhendis,3.0109626347E-05,11,75,0.145,0.183,0.15,27,11,
40061,Asiatic,3.0109626347E-05,5,93,0.11,0.294,0.05,21,5,
40062,International Journal of Internet Manufacturing and Services,3.01096263584E-05,6,21,0.101,1.158,0.29,82,14,
40063,Revista Gerencia y Politicas de Salud,3.01096264003E-05,15,80,0.175,0.175,0.19,13,16,
40064,Dermatology Reports,3.01096264169E-05,20,23,0.325,0.51,0.87,41,39,
40065,Journal of Agricultural and Urban Entomology,3.01096264169E-05,8,30,0.13,0.301,0.27,69,17,
40066,Journal of Applied Biological Sciences,3.01096264173E-05,20,63,0.136,0.125,0.32,17,24,
40067,Annals of the University of Craiova  Mathematics and Computer Science Series,3.01096264229E-05,15,91,0.146,0.28,0.16,6,12,
40068,Journal for the Study of the Historical Jesus,3.01096264241E-05,15,46,0.129,0.129,0.33,37,26,
40069,Journal of Cardiovascular Echography,3.0109626428E-05,15,74,0.175,0.286,0.2,19,16,
40070,Journal of African Media Studies,3.01096264281E-05,23,70,0.141,0.151,0.33,14,17,
40071,Revista Internacional de Andrologia,3.01096264282E-05,15,83,0.216,0.223,0.18,13,13,
40072,African and Black Diaspora,3.01096264304E-05,9,52,0.13,0.378,0.17,48,15,
40073,Archivo Espanol de Arqueologia,3.01096264308E-05,8,48,0.148,0.372,0.17,53,15,
40074,AJS Review,3.01096264326E-05,8,51,0.12,0.27,0.16,51,14,
40075,Historical Reflections/Reflexions Historiques,3.01096264326E-05,7,69,0.159,0.301,0.1,39,9,
40076,Journal of the British Society for Phenomenology,3.0109626433E-05,6,63,0.111,0.362,0.1,47,8,
40077,Moscow University Computational Mathematics and Cybernetics,3.01096266947E-05,10,86,0.116,0.067,0.12,18,10,
40078,Acta Colombiana de Psicologia,3.01096266994E-05,13,103,0.121,0.052,0.13,2,6,
40079,Open Medical Imaging Journal,3.01096267008E-05,11,9,0.297,0.8,1.22,46,56,
40080,Phronesis,3.01096267559E-05,13,43,0.169,0.829,0.3,41,26,
40081,Theoretical and Applied Mechanics Japan,3.01096267559E-05,19,65,0.133,0.84,0.29,19,20,
40082,International Journal of Electronic Marketing and Retailing,3.01096267559E-05,18,26,0.203,0.39,0.69,37,42,
40083,Animation,3.01096268048E-05,19,58,0.236,0.695,0.33,22,24,
40084,Security and Human Rights,3.01096268052E-05,8,94,0.101,0.065,0.09,16,6,
40085,International Journal of the Classical Tradition,3.01096268061E-05,5,41,0.102,0.033,0.12,66,12,
40086,Rural History: Economy  Society  Culture,3.01096268077E-05,20,35,0.293,0.387,0.57,34,34,
40087,Journal of Cetacean Research and Management,3.01096268077E-05,33,53,0.236,0.394,0.62,7,30,
40088,Analysis (Germany),3.01096271278E-05,20,31,0.298,0.485,0.65,33,39,
40089,Modern Drama,3.01096271278E-05,16,70,0.152,0.058,0.23,19,19,
40090,Textile History,3.01096271342E-05,19,38,0.31,0.589,0.5,32,34,
40091,Society and Economy,3.01096271342E-05,15,85,0.142,0.12,0.18,11,13,
40092,Folklore (Estonia),3.01096271342E-05,9,97,0.117,0.182,0.09,10,8,
40093,Psychoterapia,3.01096271371E-05,10,97,0.147,0.199,0.1,7,10,
40094,Journal of Heritage Tourism,3.01096271414E-05,19,26,0.214,0.427,0.73,32,46,
40095,International Journal of Stochastic Analysis,3.01096271416E-05,25,45,0.251,0.543,0.56,24,29,
40096,Afro-Asian Journal of Finance and Accounting,3.01096271428E-05,21,48,0.251,0.634,0.44,25,29,
40097,Carrefours de l'Education,3.01096271468E-05,6,85,0.113,0.145,0.07,27,6,
40098,Developing Economies,3.01096271468E-05,30,48,0.16,0.552,0.62,12,33,
40099,Devenir,3.01096271521E-05,9,42,0.101,2.142,0.21,54,17,
40100,Vakcinologie,3.01096272449E-05,3,114,0.106,0.016,0.03,4,3,
40101,Remote Sensing and Digital Image Processing,3.01096272524E-05,16,81,0,0,0.2,11,16,
40102,Ginekologia i Poloznictwo,3.01096272525E-05,3,112,0.1,0.109,0.03,6,3,
40103,Melliand International,3.01096272664E-05,5,99,0.1,0.016,0.05,17,3,
40104,Visual Anthropology Review,3.01096272665E-05,20,43,0.184,0.525,0.47,34,26,
40105,Graphic Arts Monthly,3.01096272726E-05,1,97,0.1,0,0.01,25,1,
40106,Medecins - Le Magazine Ordre National Des Medecins,3.01096272736E-05,0,123,0.1,0,0,1,0,
40107,Marketing Health Services,3.01096272739E-05,0,124,0.1,0,0,0,0,
40108,Landscapes,3.0109627274E-05,0,120,0.1,0,0,4,0,
40109,Marketing Health Services,3.0109627274E-05,0,124,0.1,0,0,0,0,
40110,Medecins - Le Magazine Ordre National Des Medecins,3.0109627274E-05,0,123,0.1,0,0,1,0,
40111,Journal of Smoking Cessation,3.01096272788E-05,18,58,0.189,1.649,0.31,20,26,
40112,Society and Mental Health,3.01096272818E-05,24,42,0.206,0.32,0.57,28,29,
40113,Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients,3.01096272821E-05,8,39,0.212,0.673,0.21,55,21,
40114,IPSJ Transactions on System LSI Design Methodology,3.01096272824E-05,21,37,0.144,0.526,0.57,35,30,
40115,Canadian Literature,3.01096272868E-05,4,108,0.105,0,0.04,8,4,
40116,James Joyce Quarterly,3.01096272877E-05,3,88,0.1,0,0.03,30,3,
40117,Journal of International Commerce  Economics and Policy,3.01096272877E-05,5,18,0.124,0.737,0.28,83,17,
40118,Journal of Language Contact,3.01096272877E-05,14,44,0.178,0.643,0.32,42,23,
40119,Advances in Accounting Education: Teaching and Curriculum Innovations,3.01096273099E-05,14,36,0.308,0.105,0.39,34,39,
40120,Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients,3.01096273225E-05,8,39,0.195,0.682,0.21,61,15,
40121,American Bankruptcy Law Journal,3.01096273228E-05,5,20,0.111,0.469,0.25,78,20,
40122,Journal of Comparative Asian Development,3.01096273494E-05,24,52,0.18,0.417,0.46,22,25,
40123,History of Philosophy Quarterly,3.01096274227E-05,8,60,0.1,0.8,0.13,43,12,
40124,NASSP Bulletin,3.01096274275E-05,13,60,0.16,0.63,0.22,32,18,
40125,Scandinavian Psychoanalytic Review,3.01096274353E-05,7,68,0.11,0.783,0.1,39,9,
40126,Recent Advances in Electrical and Electronic Engineering,3.01096274355E-05,8,57,0.12,0.741,0.14,44,14,
40127,Canadian Journal of Information and Library Science,3.01096274392E-05,22,54,0.203,0.433,0.41,19,28,
40128,Rivista di Biologia,3.01096274805E-05,16,33,0.222,0.287,0.48,35,39,
40129,Revista de Metodos Cuantitativos para la Economia y la Empresa,3.01096274824E-05,13,47,0.205,0.491,0.28,40,23,
40130,Church History and Religious Culture,3.01096274835E-05,9,48,0.127,0.658,0.19,51,15,
40131,Victorian Poetry,3.01096274863E-05,19,51,0.204,0.395,0.37,29,24,
40132,Administratie si Management Public,3.0109627492E-05,16,34,0.195,0.26,0.47,47,26,
40133,Folklore,3.01096275174E-05,22,58,0.185,0.33,0.38,22,21,
40134,Decisions in Economics and Finance,3.01096275174E-05,18,44,0.234,0.27,0.41,31,30,
40135,Game Studies,3.01096275419E-05,20,36,0.112,0.318,0.56,28,39,
40136,International Journal of Ecological Economics and Statistics,3.01096276006E-05,13,64,0.167,0.483,0.2,29,17,
40137,Tax Policy and the Economy,3.01096276006E-05,16,18,0.786,1.171,0.89,54,33,
40138,Recent Advances in Electrical and Electronic Engineering,3.01096276049E-05,8,57,0.107,0.604,0.14,47,11,
40139,Iran and the Caucasus,3.01096276095E-05,7,66,0.111,0.634,0.11,41,9,
40140,Artibus Asiae,3.01096289279E-05,7,29,0.373,1.174,0.24,65,21,
40141,African Diaspora,3.01096313589E-05,12,31,0.152,0.232,0.39,54,26,
40142,Palaeontologia Africana,3.01096317453E-05,9,11,0.398,1.044,0.82,46,55,
40143,Revue de Psychotherapie Psychanalytique de Groupe,3.01096317918E-05,10,94,0.123,0,0.11,8,11,
40144,Cuadernos de Administracion,3.01096317918E-05,8,46,0.126,0.955,0.17,53,15,
40145,Austrian Journal of Clinical Endocrinology and Metabolism,3.01096317918E-05,5,107,0.12,0.09,0.05,6,5,
40146,Sociologija i Prostor,3.01096318924E-05,14,64,0.149,0.394,0.22,23,22,
40147,International Journal of the Classical Tradition,3.01096318924E-05,5,41,0.332,0.321,0.12,65,12,
40148,Handbook of the Economics of International Migration,3.01096323813E-05,14,34,0.228,0.645,0.41,45,29,
40149,Tumor Diagnostik und Therapie,3.01096323815E-05,2,96,0.103,0.154,0.02,23,2,
40150,Teaching Artist Journal,3.01096323816E-05,5,79,0.143,0.064,0.06,34,5,
40151,Fashion Practice,3.01096323873E-05,4,7,0.289,0.515,0.57,82,29,
40152,Canadian Review of Comparative Literature,3.01096323911E-05,3,87,0.1,0.192,0.03,30,3,
40153,Journal of Rural Development,3.01096323916E-05,9,96,0.111,0.128,0.09,10,8,
40154,Progress in Tumor Research,3.01096323918E-05,18,18,0.351,0,1,30,56,
40155,Journal of the Indian Mathematical Society,3.01096323918E-05,8,105,0.112,0.166,0.08,3,7,
40156,Arthuriana,3.0109632392E-05,7,75,0.128,0.115,0.09,34,7,
40157,Jordan Medical Journal,3.01096323994E-05,5,92,0.11,0.155,0.05,21,5,
40158,Psychodynamic Practice,3.01096323994E-05,10,83,0.124,0.074,0.12,19,11,
40159,English Text Construction,3.01096323994E-05,10,30,0.353,0.629,0.33,62,20,
40160,Histoire et Mesure,3.01096324055E-05,6,41,0.149,0,0.15,69,7,
40161,GE Portuguese Journal of Gastroenterology,3.01096324055E-05,11,80,0.107,0.04,0.14,18,14,
40162,Folklore,3.01096325184E-05,22,58,0.187,0.177,0.38,15,28,
40163,Textile Progress,3.01096325251E-05,7,12,0.179,0.996,0.58,53,50,
40164,Journal of International Peacekeeping,3.01096325368E-05,16,46,0.142,0.231,0.35,39,22,
40165,Vie et Milieu,3.01096325389E-05,20,57,0.181,0.185,0.35,20,26,
40166,Complex Systems,3.0109632539E-05,18,50,0.308,1.067,0.36,34,20,
40167,Journal of Communications Software and Systems,3.01096325609E-05,22,60,0.128,0.178,0.37,24,17,
40168,Tijdschrift voor Sociale en Economische Geschiedenis,3.01096325693E-05,11,79,0.141,0.392,0.14,20,13,
40169,Communication Law and Policy,3.01096325716E-05,14,50,0.146,1.246,0.28,34,24,
40170,Pragmatics and Society,3.01096325843E-05,23,64,0.257,1.051,0.36,16,19,
40171,Bois et Forets des Tropiques,3.01096325919E-05,17,74,0.136,0.262,0.23,13,19,
40172,Studia Celtica,3.01096325923E-05,9,25,0.157,1.107,0.36,64,24,
40173,Brill's Journal of Afroasiatic Languages and Linguistics,3.01096325958E-05,8,22,0.34,0.951,0.36,65,27,
40174,Journal of Smooth Muscle Research,3.01096325958E-05,31,33,0.416,0.281,0.94,16,42,
40175,Iran and the Caucasus,3.01096326013E-05,7,66,0.102,0.353,0.11,41,9,
40176,Advanced Composites Letters,3.01096326014E-05,18,59,0.149,0.133,0.31,24,22,
40177,Slovenian Veterinary Research,3.01096326067E-05,15,66,0.145,0.237,0.23,22,20,
40178,Vie et Milieu,3.01096330699E-05,20,57,0.116,0.086,0.35,25,21,
40179,Archaeologies,3.01096330699E-05,16,63,0.145,0.155,0.25,25,19,
40180,Issues in Environmental Science and Technology,3.01096330699E-05,12,28,0.204,0.888,0.43,57,25,
40181,Moscow University Computational Mathematics and Cybernetics,3.01096330706E-05,10,86,0.122,0.271,0.12,17,10,
40182,New England Quarterly-A Historical Review of New England Life and Letters,3.01096330797E-05,6,79,0.167,0.252,0.08,33,5,
40183,Arthuriana,3.01096330802E-05,7,75,0.109,0.301,0.09,34,7,
40184,Open Materials Science Journal,3.01096330809E-05,18,65,0.111,0.119,0.28,22,18,
40185,Boletim Centro de Pesquisa de Processamento de Alimentos,3.01096330999E-05,9,83,0.123,0.167,0.11,20,11,
40186,Indian Journal of Mathematics,3.01096331084E-05,19,70,0.146,1.029,0.27,12,21,
40187,Psychoterapia,3.01096331092E-05,10,97,0.188,0.153,0.1,7,9,
40188,Investment Analysts Journal,3.01096331105E-05,20,38,0.256,0.649,0.53,40,24,
40189,Journal of Medical and Dental Sciences,3.01096331105E-05,18,28,0.289,0.483,0.64,37,39,
40190,CR: The New Centennial Review,3.01096331112E-05,6,104,0.102,0.24,0.06,8,5,
40191,Comparative Literature,3.01096331139E-05,14,81,0.116,0.207,0.17,13,15,
40192,Didactica Slovenica - Pedagoska Obzorja,3.01096331147E-05,8,101,0.144,0.244,0.08,7,7,
40193,Asiatic,3.01096331147E-05,5,93,0.11,0.294,0.05,20,5,
40194,METU Journal of the Faculty of Architecture,3.01096331147E-05,14,73,0.149,0.142,0.19,21,15,
40195,Human Antibodies,3.01096331222E-05,17,23,0.234,0.524,0.74,30,52,
40196,Boletin de Malariologia y Salud Ambiental,3.01096331222E-05,17,70,0.155,0.102,0.24,13,23,
40197,Alpine and Mediterranean Quaternary,3.01096331943E-05,16,24,0.318,0.391,0.67,44,38,
40198,Analysis (Germany),3.01168481784E-05,20,31,0.125,3.36,0.65,25,39,
40199,Malaysian Journal of Economic Studies,3.01168481793E-05,20,46,0.428,0.348,0.43,26,26,
40200,Revista Chilena de Anestesia,3.01168481807E-05,2,100,0.1,0,0.02,15,2,
40201,Lingue e Linguaggio,3.01168481807E-05,13,44,0.229,0.595,0.3,38,23,
40202,Eurasian Journal of Analytical Chemistry,3.01168481834E-05,21,35,0.186,0.447,0.6,22,40,
40203,Advances in Decision Sciences,3.01168481834E-05,21,36,0.222,0.415,0.58,22,39,
40204,Pakistan Textile Journal,3.01168481834E-05,2,112,0.101,0.076,0.02,3,2,
40205,International Journal of Sustainable Manufacturing,3.01168481834E-05,15,19,0.225,1.181,0.79,36,47,
40206,Figures de la Psychanalyse,3.01168481834E-05,1,116,0.1,0.073,0.01,1,1,
40207,Tropical Zoology,3.01168481834E-05,18,41,0.227,0.5,0.44,25,34,
40208,Hospital Topics,3.01168481834E-05,19,39,0.213,0.469,0.49,27,33,
40209,Jezyk Polski,3.01168482729E-05,1,108,0.102,0.039,0.01,9,1,
40210,Temps des Medias,3.01168482737E-05,4,100,0.1,0.013,0.04,12,3,
40211,Soundings,3.01168482742E-05,14,79,0.211,0.775,0.18,11,14,
40212,International Journal of Virtual and Personal Learning Environments,3.01168483592E-05,21,40,0.273,0.325,0.52,19,38,
40213,Revisiones en Cancer,3.01168483785E-05,0,118,0.1,0,0,1,0,
40214,Asian Academy of Management Journal of Accounting and Finance,3.01168483811E-05,17,42,0.158,0.502,0.4,30,29,
40215,Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients,3.01168483811E-05,8,39,0.195,0.682,0.21,56,15,
40216,Cultura Neolatina,3.01168483813E-05,6,36,0.133,0.805,0.17,62,14,
40217,Preservation,3.01168483813E-05,0,111,0.1,0,0,8,0,
40218,Planet Earth,3.01168483813E-05,0,112,0.1,0,0,7,0,
40219,Slovenian Veterinary Research,3.01168502656E-05,15,66,0.297,0.494,0.23,17,20,
40220,History of Education Review,3.01168502659E-05,10,44,0.198,0.591,0.23,50,14,
40221,Hand Therapy,3.01168504451E-05,20,44,0.233,0.329,0.45,27,27,
40222,In Silico Biology,3.01168513692E-05,4,5,0.241,1.196,0.8,48,60,
40223,Open Biology Journal,3.01168514073E-05,2,2,0.2,1.042,1,13,100,
40224,International Journal of High Performance Systems Architecture,3.0116855392E-05,12,33,0.148,1.181,0.36,42,30,
40225,Journal of Engineering Research,3.01168554063E-05,16,60,0.143,0.31,0.27,20,22,
40226,Journal of South Asian Development,3.01168554063E-05,15,44,0.141,0.23,0.34,29,30,
40227,South Asian Diaspora,3.01168554072E-05,9,40,0.162,0.348,0.22,57,12,
40228,Journal Globalization  Competitiveness and Governability,3.0116855409E-05,4,64,0.134,0.513,0.06,44,6,
40229,Life Writing,3.0116855409E-05,11,87,0.176,0.402,0.13,9,11,
40230,Recht und Psychiatrie,3.01168554092E-05,17,49,0.146,0.251,0.35,30,22,
40231,Arion - Journal of Humanities and the Classics,3.01168554092E-05,4,67,0.1,0.57,0.06,41,6,
40232,Ethics and the Environment,3.01168554123E-05,21,33,0.269,0.85,0.64,30,33,
40233,Journal of Medical Marketing,3.0116855413E-05,16,68,0.123,0.341,0.24,19,15,
40234,Columbia Journal of Law and Social Problems,3.01168555827E-05,5,42,0.106,0.418,0.12,66,5,
40235,Journal of Phenomenological Psychology,3.01168555827E-05,17,26,0.181,0.83,0.65,36,38,
40236,Denver University Law Review,3.01168555837E-05,11,65,0.198,0.217,0.17,30,12,
40237,Formation Emploi,3.01168555904E-05,7,102,0.172,0.3,0.07,3,6,
40238,Studies in East European Thought,3.01168556002E-05,6,66,0.153,0.345,0.09,38,8,
40239,Journal of Medieval and Early Modern Studies,3.01168556003E-05,17,69,0.16,0.229,0.25,10,22,
40240,Pratiques Psychologiques,3.01168556017E-05,21,64,0.124,0.177,0.33,14,19,
40241,Open Materials Science Journal,3.01168556017E-05,18,65,0.127,0.223,0.28,18,17,
40242,Religion and Education,3.01168556027E-05,14,66,0.154,0.27,0.21,21,17,
40243,Syria,3.01168556063E-05,7,62,0.145,0.356,0.11,38,11,
40244,Teaching Statistics,3.01168556295E-05,15,82,0.186,0.612,0.18,5,15,
40245,African Journal of Infectious Diseases,3.01168556295E-05,10,33,0.295,0.331,0.3,59,15,
40246,Ubiquitous Learning,3.01168556369E-05,16,48,0.171,0.481,0.33,28,25,
40247,Cuadernos de Administracion,3.01168556525E-05,8,46,0.272,0.403,0.17,49,15,
40248,Hispanic Review,3.01168556537E-05,7,59,0.146,0.114,0.12,40,12,
40249,Teaching Statistics,3.01168556537E-05,15,82,0.124,0.098,0.18,8,13,
40250,European Urology  Supplements,3.01168556561E-05,8,26,0.113,1.395,0.31,60,23,
40251,International Journal of Virtual and Personal Learning Environments,3.0116855657E-05,21,40,0.222,0.622,0.52,26,30,
40252,Syria,3.01168556572E-05,7,62,0.111,0.145,0.11,38,11,
40253,Investment Analysts Journal,3.01168556575E-05,20,38,0.256,0.649,0.53,35,24,
40254,Journal of Religion in Europe,3.01168556582E-05,8,50,0.132,0.143,0.16,46,14,
40255,Pravara Medical Review,3.01168556587E-05,6,95,0.107,0.193,0.06,11,6,
40256,World of Music,3.01168556598E-05,6,43,0.115,0.536,0.14,55,14,
40257,Journal of Agricultural and Food Information,3.01168556602E-05,10,89,0.124,0.555,0.11,9,10,
40258,Ethics and Medicine,3.01168556622E-05,8,52,0.144,0.157,0.15,46,12,
40259,Quaderns,3.01168556622E-05,7,67,0.114,0.255,0.1,37,7,
40260,International Journal of Information and Management Sciences,3.01168556627E-05,13,79,0.141,0.141,0.16,11,15,
40261,Journal of Orthopaedics  Trauma and Rehabilitation,3.01168556627E-05,13,82,0.153,0.126,0.16,12,11,
40262,Forum for Modern Language Studies,3.01168556633E-05,10,99,0.115,0.074,0.1,1,8,
40263,Tijdschrift voor Filosofie,3.01168556633E-05,4,90,0.11,0.146,0.04,20,4,
40264,Technische Mechanik,3.01168556711E-05,18,40,0.298,0.273,0.45,29,30,
40265,Parabola,3.01168556748E-05,0,117,0.1,0,0,1,0,
40266,Journal of Human Values,3.01168556748E-05,18,46,0.216,0.458,0.39,20,33,
40267,Estudios de Economia,3.01168556754E-05,7,33,0.101,0.741,0.21,56,21,
